MCC|MNC|NetType|Organisation|Network|PPCIN|AbrevNetName
744|05|GSM 1900|Núcleo S.A.|Personal|PY Personal|Personal
744|05|3G 850|Núcleo S.A.|Personal|PY Personal|Personal
744|05|3G 1900|Núcleo S.A.|Personal|PY Personal|Personal
744|04|GSM 850|Telefonica Celular Del Paraguay S.A. (Telecel S.A.)|TIGO Paraguay|TIGO PY|TIGO
744|04|3G 850|Telefonica Celular Del Paraguay S.A. (Telecel S.A.)|TIGO Paraguay|TIGO PY|TIGO
744|04|3G 1900|Telefonica Celular Del Paraguay S.A. (Telecel S.A.)|TIGO Paraguay|TIGO PY|TIGO
744|04|GSM 1900|Telefonica Celular Del Paraguay S.A. (Telecel S.A.)|TIGO Paraguay|TIGO PY|TIGO
744|01|GSM 1900|Hola Paraguay S.A.|VOX|HOLA PARAGUAY S.A.|HPGYSA
744|01|GSM 850|Hola Paraguay S.A.|VOX|HOLA PARAGUAY S.A.|HPGYSA
744|01|3G 900|Hola Paraguay S.A.|VOX|HOLA PARAGUAY S.A.|HPGYSA
744|01|LTE 1700|Hola Paraguay S.A.|VOX|HOLA PARAGUAY S.A.|HPGYSA
744|01|LTE 2100|Hola Paraguay S.A.|VOX|HOLA PARAGUAY S.A.|HPGYSA
744|02|GSM 1900|AMX Paraguay S.A.|CLARO PARAGUAY|CLARO PY|CLARO PY
425|06|GSM 900|Wataniya Palestine Mobile Telecommunications Company|Ooredoo Palestine|Ooredoo Palestine|Ooredoo
425|06|GSM 1800|Wataniya Palestine Mobile Telecommunications Company|Ooredoo Palestine|Ooredoo Palestine|Ooredoo
425|05|GSM 900|Palestine Telecommunications Company|Palestine Telecommunications Co. P.L.C|JAWWAL-PALESTINE|JAWWAL
547|20|3G 900|Onati S.A.S.|VINI|F-VINI|VINI
547|20|LTE 800|Onati S.A.S.|VINI|F-VINI|VINI
547|20|GSM 900|Onati S.A.S.|VINI|F-VINI|VINI
547|20|3G 2100|Onati S.A.S.|VINI|F-VINI|VINI
547|15|3G 2100|Pacific Mobile Telecom|VODAFONE|VODAFONE PF|VODAFONE
547|15|GSM 900|Pacific Mobile Telecom|VODAFONE|VODAFONE PF|VODAFONE
547|15|LTE 800|Pacific Mobile Telecom|VODAFONE|VODAFONE PF|VODAFONE
547|15|LTE 2100|Pacific Mobile Telecom|VODAFONE|VODAFONE PF|VODAFONE
427|02|3G 2100|Vodafone Qatar Q.S.C.|Vodafone Qatar|vodafone|VF-QA
427|02|GSM 900|Vodafone Qatar Q.S.C.|Vodafone Qatar|vodafone|VF-QA
427|02|GSM 1800|Vodafone Qatar Q.S.C.|Vodafone Qatar|vodafone|VF-QA
427|02|LTE 800|Vodafone Qatar Q.S.C.|Vodafone Qatar|vodafone|VF-QA
427|02|LTE 1800|Vodafone Qatar Q.S.C.|Vodafone Qatar|vodafone|VF-QA
427|01|GSM 900|Ooredoo QSC|Ooredoo|Ooredoo|Ooredoo
427|01|GSM 1800|Ooredoo QSC|Ooredoo|Ooredoo|Ooredoo
427|01|LTE 800|Ooredoo QSC|Ooredoo|Ooredoo|Ooredoo
427|01|LTE 1800|Ooredoo QSC|Ooredoo|Ooredoo|Ooredoo
427|01|LTE 2600|Ooredoo QSC|Ooredoo|Ooredoo|Ooredoo
427|01|3G 900|Ooredoo QSC|Ooredoo|Ooredoo|Ooredoo
427|01|3G 1800|Ooredoo QSC|Ooredoo|Ooredoo|Ooredoo
647|03|GSM 900|TELCO OI|FREE MOBILE RE|FREE MOBILE RE|FREE RE
647|03|LTE 1800|TELCO OI|FREE MOBILE RE|FREE MOBILE RE|FREE RE
647|03|GSM 1800|TELCO OI|FREE MOBILE RE|FREE MOBILE RE|FREE RE
647|03|LTE 800|TELCO OI|FREE MOBILE RE|FREE MOBILE RE|FREE RE
647|03|3G 2100|TELCO OI|FREE MOBILE RE|FREE MOBILE RE|FREE RE
647|03|3G 900|TELCO OI|FREE MOBILE RE|FREE MOBILE RE|FREE RE
647|02|3G 900|TELCO OI|TELCO OI|TELCO OI|TELCO OI
647|02|GSM 900|TELCO OI|TELCO OI|TELCO OI|TELCO OI
647|02|GSM 1800|TELCO OI|TELCO OI|TELCO OI|TELCO OI
647|02|3G 2100|TELCO OI|TELCO OI|TELCO OI|TELCO OI
647|00|GSM 900|Orange Réunion|Orange Reunion|Orange re|Orange
647|00|GSM 1800|Orange Réunion|Orange Reunion|Orange re|Orange
647|04|LTE 1800|ZEOP Mobile |ZEOP|ZEOP|ZEOP
647|04|LTE 2100|ZEOP Mobile |ZEOP|ZEOP|ZEOP
647|04|LTE 2600|ZEOP Mobile |ZEOP|ZEOP|ZEOP
226|05|3G 2100|S.C. RCS & RDS S.A.|Digi.Mobil|RO Digi.Mobil|Digi
226|03|GSM 900|Telekom Romania Mobile Communications S.A.|TELEKOM.RO|TELEKOM.RO|TELEKOM
226|03|GSM 1800|Telekom Romania Mobile Communications S.A.|TELEKOM.RO|TELEKOM.RO|TELEKOM
226|03|3G 2100|Telekom Romania Mobile Communications S.A.|TELEKOM.RO|TELEKOM.RO|TELEKOM
226|10|GSM 900|S.C. Orange România S.A.|ORANGE|RO ORANGE|ORANGE
226|10|GSM 1800|S.C. Orange România S.A.|ORANGE|RO ORANGE|ORANGE
226|10|3G 2100|S.C. Orange România S.A.|ORANGE|RO ORANGE|ORANGE
226|01|LTE 1800|S.C. Vodafone Romania S.A.|Vodafone RO|RO Vodafone RO|VF-RO
226|01|3G 900|S.C. Vodafone Romania S.A.|Vodafone RO|RO Vodafone RO|VF-RO
226|01|3G 2100|S.C. Vodafone Romania S.A.|Vodafone RO|RO Vodafone RO|VF-RO
226|01|GSM 900|S.C. Vodafone Romania S.A.|Vodafone RO|RO Vodafone RO|VF-RO
226|01|GSM 1800|S.C. Vodafone Romania S.A.|Vodafone RO|RO Vodafone RO|VF-RO
250|35|GSM 1800|LLC Ekaterinburg-2000|MOTIV|MOTIV|MOTIV
250|20|GSM 1800|LLC T2 Mobile|Tele2|Tele2 RU|Tele2
250|20|GSM 900|LLC T2 Mobile|Tele2|Tele2 RU|Tele2
250|20|3G 2100|LLC T2 Mobile|Tele2|Tele2 RU|Tele2
250|99|GSM 900|VimpelCom PJSC|Beeline|Beeline|Beeline
250|99|GSM 1800|VimpelCom PJSC|Beeline|Beeline|Beeline
250|99|3G 2100|VimpelCom PJSC|Beeline|Beeline|Beeline
250|99|LTE 800|VimpelCom PJSC|Beeline|Beeline|Beeline
250|99|LTE 2600|VimpelCom PJSC|Beeline|Beeline|Beeline
250|02|GSM 900|MegaFon PJSC|MegaFon|MegaFon RUS|MegaFon
250|02|GSM 1800|MegaFon PJSC|MegaFon|MegaFon RUS|MegaFon
250|02|3G 2100|MegaFon PJSC|MegaFon|MegaFon RUS|MegaFon
250|02|LTE 2600|MegaFon PJSC|MegaFon|MegaFon RUS|MegaFon
250|02|LTE 2500|MegaFon PJSC|MegaFon|MegaFon RUS|MegaFon
250|01|3G 900|PJSC Mobile TeleSystems (MTS)|MTS|MTS RUS|MTS RUS
250|01|3G 2100|PJSC Mobile TeleSystems (MTS)|MTS|MTS RUS|MTS RUS
250|01|GSM 900|PJSC Mobile TeleSystems (MTS)|MTS|MTS RUS|MTS RUS
250|01|GSM 1800|PJSC Mobile TeleSystems (MTS)|MTS|MTS RUS|MTS RUS
250|01|LTE-TD 2600|PJSC Mobile TeleSystems (MTS)|MTS|MTS RUS|MTS RUS
250|01|LTE-FDD 800|PJSC Mobile TeleSystems (MTS)|MTS|MTS RUS|MTS RUS
250|01|LTE-FDD 2600|PJSC Mobile TeleSystems (MTS)|MTS|MTS RUS|MTS RUS
250|27|LTE 1800|TMT LLC|LETAI|LETAI|LETAI
250|27|GSM 1800|TMT LLC|LETAI|LETAI|LETAI
250|28|LTE 1900|LLC Antares|voda|voda|voda
635|13|GSM 900|Tigo Rwanda Ltd|TIGO RWANDA LTD|TIGO RWANDA|TIGO RW
635|13|GSM 1800|Tigo Rwanda Ltd|TIGO RWANDA LTD|TIGO RWANDA|TIGO RW
635|13|3G 2100|Tigo Rwanda Ltd|TIGO RWANDA LTD|TIGO RWANDA|TIGO RW
635|14|GSM 900|Bharti Airtel Rwanda Holdings B.V.|Airtel|Airtel|Airtel
635|14|GSM 1800|Bharti Airtel Rwanda Holdings B.V.|Airtel|Airtel|Airtel
635|14|3G 2100|Bharti Airtel Rwanda Holdings B.V.|Airtel|Airtel|Airtel
635|14|LTE 800|Bharti Airtel Rwanda Holdings B.V.|Airtel|Airtel|Airtel
635|14|LTE 1800|Bharti Airtel Rwanda Holdings B.V.|Airtel|Airtel|Airtel
635|10|GSM 900|MTN RwandaCell S.A.R.L.|MTN-RWA|MTN RWANDA|MTN
635|10|GSM 1800|MTN RwandaCell S.A.R.L.|MTN-RWA|MTN RWANDA|MTN
635|10|3G 2100|MTN RwandaCell S.A.R.L.|MTN-RWA|MTN RWANDA|MTN
635|10|LTE 800|MTN RwandaCell S.A.R.L.|MTN-RWA|MTN RWANDA|MTN
635|10|LTE 1800|MTN RwandaCell S.A.R.L.|MTN-RWA|MTN RWANDA|MTN
420|04|GSM 900|MTC Saudi Arabia (Zain)|Zain Saudi Arabia|Zain KSA|Zain KSA
420|04|GSM 1800|MTC Saudi Arabia (Zain)|Zain Saudi Arabia|Zain KSA|Zain KSA
420|04|LTE 2100|MTC Saudi Arabia (Zain)|Zain Saudi Arabia|Zain KSA|Zain KSA
420|03|LTE-TD 2500|Etihad Etisalat Company|Mobily|Mobily-KSA|Mobily
420|03|GSM 900|Etihad Etisalat Company|Mobily|Mobily-KSA|Mobily
420|03|3G 2100|Etihad Etisalat Company|Mobily|Mobily-KSA|Mobily
420|01|GSM 900|Saudi Telecom Company (STC)|STC|STC|STC
420|01|3G 2100|Saudi Telecom Company (STC)|STC|STC|STC
420|01|LTE-TD 2300|Saudi Telecom Company (STC)|STC|STC|STC
634|01|GSM 900|Sudanese Mobile Telephone (Zain) Co. Ltd|Zain Sudan|Zain SDN|Zain SD
634|01|GSM 1800|Sudanese Mobile Telephone (Zain) Co. Ltd|Zain Sudan|Zain SDN|Zain SD
634|01|3G 2100|Sudanese Mobile Telephone (Zain) Co. Ltd|Zain Sudan|Zain SDN|Zain SD
634|02|GSM 900|MTN Sudan|MTN|MTN|MTN
634|02|GSM 1800|MTN Sudan|MTN|MTN|MTN
634|02|3G 2100|MTN Sudan|MTN|MTN|MTN
608|02|GSM 900|Sentel GSM S.A.|SENTEL|SN-SENTEL SG|SENTEL
608|01|GSM 900|Société Nationale des Télécommunications du Sénégal (SONATEL)|Orange Senegal|Orange SN|OrangeSN
608|03|GSM 900|Sudan Telecom Company Ltd |Expresso Senegal|SEN expresso|Expresso
608|03|GSM 1800|Sudan Telecom Company Ltd |Expresso Senegal|SEN expresso|Expresso
525|05|LTE 1800|StarHub Mobile Pte Ltd|StarHub|StarHub|StarHub
525|05|LTE 2600|StarHub Mobile Pte Ltd|StarHub|StarHub|StarHub
525|08|3G 2100|StarHub Mobile Pte Ltd|StarHub|StarHub|StarHub
525|08|LTE 1800|StarHub Mobile Pte Ltd|StarHub|StarHub|StarHub
525|08|LTE 2600|StarHub Mobile Pte Ltd|StarHub|StarHub|StarHub
525|05|3G 2100|StarHub Mobile Pte Ltd|StarHub|StarHub|StarHub
525|01|GSM 900|SingTel Mobile Singapore Pte. Ltd.|Singtel|Singtel|Singtel
525|01|GSM 1800|SingTel Mobile Singapore Pte. Ltd.|Singtel|Singtel|Singtel
525|01|LTE 1800|SingTel Mobile Singapore Pte. Ltd.|Singtel|Singtel|Singtel
525|01|LTE 2600|SingTel Mobile Singapore Pte. Ltd.|Singtel|Singtel|Singtel
525|01|3G 900|SingTel Mobile Singapore Pte. Ltd.|Singtel|Singtel|Singtel
525|01|3G 2100|SingTel Mobile Singapore Pte. Ltd.|Singtel|Singtel|Singtel
525|02|GSM 1800|SingTel Mobile Singapore Pte. Ltd.|Singtel|Singtel|Singtel
525|07|3G 2100|SingTel Mobile Singapore Pte. Ltd.|Singtel|SGP Call Zone|CallZone
525|01|LTE 900|SingTel Mobile Singapore Pte. Ltd.|Singtel|Singtel|Singtel
525|03|LTE 1800|M1 Limited|M1 Limited|SGP-M1|M1
525|03|LTE 2600|M1 Limited|M1 Limited|SGP-M1|M1
525|03|3G 2100|M1 Limited|M1 Limited|SGP-M1|M1
525|10|LTE 900|TPG Telecom Pte. Ltd.|TPG SG|TPG SG|TPG SG
525|10|LTE-TDD 2300|TPG Telecom Pte. Ltd.|TPG SG|TPG SG|TPG SG
525|10|LTE-TDD 2600|TPG Telecom Pte. Ltd.|TPG SG|TPG SG|TPG SG
658|01|GSM 900|Sure South Atlantic (St Helena & Ascension Islands) Ltd|Sure South Atlantic Ltd (Ascension)|Sure|Sure
658|01|GSM 1800|Sure South Atlantic (St Helena & Ascension Islands) Ltd|Sure South Atlantic Ltd (Ascension)|Sure|Sure
540|01|GSM 900|Solomon Telekom Company  Limited|Our Telekom|Our Telekom|Telekom
540|02|GSM 900|Bemobile (Solomon Islands) Limited|bmobile|bmobile|bmobile
540|02|GSM 1800|Bemobile (Solomon Islands) Limited|bmobile|bmobile|bmobile
619|05|GSM 900|Africell Sierra Leone Limited|Africell|Africell|Africell
619|01|GSM 900|Orange (SL) Limited|Orange|Orange SL|OrangeSL
619|07|GSM 900|QCell (SL) Ltd.|QCell|QCell|QC
619|07|GSM 1800|QCell (SL) Ltd.|QCell|QCell|QC
619|07|3G 2100|QCell (SL) Ltd.|QCell|QCell|QC
706|04|LTE 1900|"Telefónica Móviles El Salvador, S.A de C.V."|Telefonica|Movistar|Movistar
706|04|3G 1900|"Telefónica Móviles El Salvador, S.A de C.V."|Telefonica|Movistar|Movistar
706|04|GSM 850|"Telefónica Móviles El Salvador, S.A de C.V."|Telefonica|Movistar|Movistar
706|04|GSM 1900|"Telefónica Móviles El Salvador, S.A de C.V."|Telefonica|Movistar|Movistar
706|04|LTE 850|"Telefónica Móviles El Salvador, S.A de C.V."|Telefonica|Movistar|Movistar
706|04|3G 850|"Telefónica Móviles El Salvador, S.A de C.V."|Telefonica|Movistar|Movistar
706|03|GSM 850|"Telemovil El Salvador, S.A."|Tigo El Salvador|Tigo SV|Tigo
706|02|GSM 900|"Digicel, S.A. de C.V."|Digicel|Digicel|DIGICEL
706|02|3G 900|"Digicel, S.A. de C.V."|Digicel|Digicel|DIGICEL
706|01|GSM 1900|"CTE Telecom Personal, S.A. de C.V."|CLARO SLV|CLARO SLV|ClaroSLV
706|01|3G 2100|"CTE Telecom Personal, S.A. de C.V."|CLARO SLV|CLARO SLV|ClaroSLV
706|01|LTE-FDD 1900|"CTE Telecom Personal, S.A. de C.V."|CLARO SLV|CLARO SLV|ClaroSLV
637|30|GSM 900|Golis Telecommunications Company Ltd|Golis Telecom Somalia|Som Golis|Golis
637|01|GSM 900|Telesom Company|Telesom|SO Telesom|Tele
637|50|GSM 900|Hormuud Telecommunication Incorporation|Hormuud Telecom Inc.|Hormuud Telecom|Hormuud
637|50|GSM 1800|Hormuud Telecommunication Incorporation|Hormuud Telecom Inc.|Hormuud Telecom|Hormuud
637|50|3G 2100|Hormuud Telecommunication Incorporation|Hormuud Telecom Inc.|Hormuud Telecom|Hormuud
637|50|LTE 800|Hormuud Telecommunication Incorporation|Hormuud Telecom Inc.|Hormuud Telecom|Hormuud
637|50|LTE 1800|Hormuud Telecommunication Incorporation|Hormuud Telecom Inc.|Hormuud Telecom|Hormuud
308|01|GSM 900|SPM Telecom |AMERIS|SPM AMERIS|AMERIS
220|05|GSM 900|Vip mobile d.o.o.|Vip|Vip SRB|Vip SRB
220|05|GSM 1800|Vip mobile d.o.o.|Vip|Vip SRB|Vip SRB
220|05|3G 2100|Vip mobile d.o.o.|Vip|Vip SRB|Vip SRB
220|05|LTE 1800|Vip mobile d.o.o.|Vip|Vip SRB|Vip SRB
220|03|3G 2100|Telekom Srbija a.d.|Telekom Srbija|mt:s|MTS
220|03|GSM 900|Telekom Srbija a.d.|Telekom Srbija|mt:s|MTS
220|03|GSM 1800|Telekom Srbija a.d.|Telekom Srbija|mt:s|MTS
220|03|LTE 1800|Telekom Srbija a.d.|Telekom Srbija|mt:s|MTS
220|01|GSM 900|Telenor d.o.o.|Telenor|Telenor SRB|Telenor
220|01|GSM 1800|Telenor d.o.o.|Telenor|Telenor SRB|Telenor
220|01|3G 2100|Telenor d.o.o.|Telenor|Telenor SRB|Telenor
220|01|LTE 1800|Telenor d.o.o.|Telenor|Telenor SRB|Telenor
659|02|3G 2100|MTN South Sudan|MTN South Sudan|MTN|MTN
659|02|GSM 900|MTN South Sudan|MTN South Sudan|MTN|MTN
659|02|GSM 1800|MTN South Sudan|MTN South Sudan|MTN|MTN
659|06|GSM 900|Sudanese Mobile Telephone (Zain South Sudan) Co.Ltd|Sudanese Mobile Telephone (ZAIN) CO.LTD|ZAIN SS|ZAIN SS
659|06|GSM 1800|Sudanese Mobile Telephone (Zain South Sudan) Co.Ltd|Sudanese Mobile Telephone (ZAIN) CO.LTD|ZAIN SS|ZAIN SS
626|01|GSM 900|"Companhia Santomense de Telecomunicações, SARL"|CSTmovel|STP CSTmovel|CSTmovel
626|02|3G 900|Unitel STP S.a.r.l.|Unitel STP|Unitel STP|Unitel
626|02|3G 1900|Unitel STP S.a.r.l.|Unitel STP|Unitel STP|Unitel
626|02|3G 2100|Unitel STP S.a.r.l.|Unitel STP|Unitel STP|Unitel
626|02|GSM 900|Unitel STP S.a.r.l.|Unitel STP|Unitel STP|Unitel
746|03|GSM 900|Digicel Suriname N.V.|Digicel Suriname NV|DIGICEL|DIGICEL
746|03|GSM 1800|Digicel Suriname N.V.|Digicel Suriname NV|DIGICEL|DIGICEL
746|03|3G 900|Digicel Suriname N.V.|Digicel Suriname NV|DIGICEL|DIGICEL
746|02|GSM 900|Telecommunications Company Suriname|TELESUR.GSM|SR.TELESUR.GSM|TeleG
746|02|GSM 1800|Telecommunications Company Suriname|TELESUR.GSM|SR.TELESUR.GSM|TeleG
231|06|GSM 900|"O2 Slovakia, s.r.o."|O2 - SK|O2 - SK|O2 - SK
231|06|GSM 1800|"O2 Slovakia, s.r.o."|O2 - SK|O2 - SK|O2 - SK
231|06|3G 2100|"O2 Slovakia, s.r.o."|O2 - SK|O2 - SK|O2 - SK
231|06|LTE 800|"O2 Slovakia, s.r.o."|O2 - SK|O2 - SK|O2 - SK
231|06|LTE 1800|"O2 Slovakia, s.r.o."|O2 - SK|O2 - SK|O2 - SK
231|01|GSM 900|"Orange Slovensko, a.s."|Orange SK|Orange SK|Orange
231|01|GSM 1800|"Orange Slovensko, a.s."|Orange SK|Orange SK|Orange
231|01|3G 2100|"Orange Slovensko, a.s."|Orange SK|Orange SK|Orange
231|02|GSM 900|"Slovak Telekom, a.s."|Telekom|Telekom SK|Telekom
231|02|GSM 1800|"Slovak Telekom, a.s."|Telekom|Telekom SK|Telekom
231|02|3G 2100|"Slovak Telekom, a.s."|Telekom|Telekom SK|Telekom
231|02|LTE 1800|"Slovak Telekom, a.s."|Telekom|Telekom SK|Telekom
231|03|LTE 1800|"SWAN Mobile, a.s."|SWAN SK|SWAN SK|SWAN SK
293|64|3G 2100|T-2 d.o.o.|T-2|T-2|T-2
293|70|GSM 1800|Telemach d.o.o.|TELEMACH|TELEMACH|TELEMACH
293|70|3G 900|Telemach d.o.o.|TELEMACH|TELEMACH|TELEMACH
293|70|3G 2100|Telemach d.o.o.|TELEMACH|TELEMACH|TELEMACH
293|70|LTE 800|Telemach d.o.o.|TELEMACH|TELEMACH|TELEMACH
293|40|GSM 900|"A1 Slovenija, d.d."|A1 SI|A1 SI|A1 SI
293|40|GSM 1800|"A1 Slovenija, d.d."|A1 SI|A1 SI|A1 SI
293|40|3G 2100|"A1 Slovenija, d.d."|A1 SI|A1 SI|A1 SI
293|40|LTE 1800|"A1 Slovenija, d.d."|A1 SI|A1 SI|A1 SI
293|41|GSM 900|Telekom Slovenije d.d.|MOBITEL|MOBITEL|MOBITEL
293|41|GSM 1800|Telekom Slovenije d.d.|MOBITEL|MOBITEL|MOBITEL
293|41|3G 2100|Telekom Slovenije d.d.|MOBITEL|MOBITEL|MOBITEL
293|41|LTE 800|Telekom Slovenije d.d.|MOBITEL|MOBITEL|MOBITEL
293|41|LTE 900|Telekom Slovenije d.d.|MOBITEL|MOBITEL|MOBITEL
293|41|LTE 1800|Telekom Slovenije d.d.|MOBITEL|MOBITEL|MOBITEL
293|41|LTE 2100|Telekom Slovenije d.d.|MOBITEL|MOBITEL|MOBITEL
293|41|LTE 2600|Telekom Slovenije d.d.|MOBITEL|MOBITEL|MOBITEL
240|02|3G 2100|Hi3G Access AB|3|3 SE|3 SE
240|04|3G 2100|Hi3G Access AB|Hi3G Access AB / Telenor Sverige AB|SWEDEN|SWE
240|01|GSM 900|Telia Company AB|TeliaSonera|TELIA S|TELIA
240|01|GSM 1800|Telia Company AB|TeliaSonera|TELIA S|TELIA
240|01|LTE 800|Telia Company AB|TeliaSonera|TELIA S|TELIA
240|01|LTE 2600|Telia Company AB|TeliaSonera|TELIA S|TELIA
240|01|LTE 1800|Telia Company AB|TeliaSonera|TELIA S|TELIA
240|05|3G 2100|Telia Company AB|TeliaSonera shared with COMVIQ GSM|Sweden 3G|Sweden3G
240|08|3G 2100|Telenor Sverige AB|Telenor|Telenor SE|TelenorS
240|08|LTE 800|Telenor Sverige AB|Telenor|Telenor SE|TelenorS
240|08|LTE 1800|Telenor Sverige AB|Telenor|Telenor SE|TelenorS
240|08|LTE 2600|Telenor Sverige AB|Telenor|Telenor SE|TelenorS
240|08|LTE 900|Telenor Sverige AB|Telenor|Telenor SE|TelenorS
240|04|3G 2100|Telenor Sverige AB|Telenor Sverige AB / Hi3G Access AB|SWEDEN|SWE
240|24|GSM 900|Telenor Sverige AB|Telenor Sverige AB / Tele2 AB (Shared Network)|Sweden Mobile|MobileS
240|24|GSM 1800|Telenor Sverige AB|Telenor Sverige AB / Tele2 AB (Shared Network)|Sweden Mobile|MobileS
240|05|3G 2100|Tele2 AB|COMVIQ GSM shared with TeliaSonera MobileNetworks|Sweden 3G|Sweden3G
240|07|GSM 900|Tele2 AB|Tele 2 AB|Tele2|Tele2 SE
240|07|GSM 1800|Tele2 AB|Tele 2 AB|Tele2|Tele2 SE
240|07|LTE 800|Tele2 AB|Tele 2 AB|Tele2|Tele2 SE
240|07|LTE 1800|Tele2 AB|Tele 2 AB|Tele2|Tele2 SE
240|07|LTE 2600|Tele2 AB|Tele 2 AB|Tele2|Tele2 SE
240|07|LTE 900|Tele2 AB|Tele 2 AB|Tele2|Tele2 SE
240|24|GSM 900|Tele2 AB|Tele 2 AB / Telenor Sverige AB|Sweden Mobile|MobileS
653|10|GSM 900|Swazi MTN Limited|Swazi MTN|Swazi-MTN|SwaziMTN
653|02|GSM 900|Swazi Mobile Limited|Swazi Mobile|Swazi Mobile|Swazi Mo
653|02|GSM 1800|Swazi Mobile Limited|Swazi Mobile|Swazi Mobile|Swazi Mo
633|10|GSM 900|Airtel (Seychelles) Limited|Airtel|Airtel|Airtel
633|01|GSM 900|Cable and Wireless (Seychelles) Ltd|CABLE & WIRELESS|C&W SEY|C&W SEY
633|01|3G 2100|Cable and Wireless (Seychelles) Ltd|CABLE & WIRELESS|C&W SEY|C&W SEY
633|01|LTE 800|Cable and Wireless (Seychelles) Ltd|CABLE & WIRELESS|C&W SEY|C&W SEY
633|01|LTE 1800|Cable and Wireless (Seychelles) Ltd|CABLE & WIRELESS|C&W SEY|C&W SEY
417|02|GSM 900|MTN Syria (JSC)|MTN Syria|MTN|MTN
417|02|GSM 1800|MTN Syria (JSC)|MTN Syria|MTN|MTN
376|350|GSM 850|Cable and Wireless (TCI) Ltd|FLOW|FLOW|FLOW
622|03|GSM 900|Millicom Tchad SA|Millicom Tchad|Tigo TD|Tigo
622|03|GSM 1800|Millicom Tchad SA|Millicom Tchad|Tigo TD|Tigo
622|03|3G 2100|Millicom Tchad SA|Millicom Tchad|Tigo TD|Tigo
622|03|LTE 1800|Millicom Tchad SA|Millicom Tchad|Tigo TD|Tigo
622|01|GSM 900|Airtel Tchad|Airtel|Airtel|Airtel
615|03|GSM 900|Telecel Togo|ETISALAT|ETISALAT TOGO|ETISALAT
615|01|GSM 900|Togo Telecom|TOGO CELL|TG-TOGO CELL|TGCELL
520|00|3G 850|CAT Telecom Public Company|CAT Telecom PLC|TH 3G+|TH 3G+
520|47|LTE 2300|TOT PLC|TOT Mobile|TOT Mobile|TOT
520|15|3G 2100|TOT PLC|TOT Mobile|TOT Mobile|TOT
520|18|GSM 1800|Total Access Communications PLC.|DTAC|TH-DTAC|DTAC
520|18|GSM 850|Total Access Communications PLC.|DTAC|TH-DTAC|DTAC
520|03|3G 2100|Advanced Wireless Network Company Limited|AIS|AIS|AIS
901|45|3G 2100|Advanced Wireless Network Company Limited|AIS|AISatSea|AISatSea
520|03|LTE 1800|Advanced Wireless Network Company Limited|AIS|AIS|AIS
520|01|GSM 900|Advanced Wireless Network Company Limited|AIS|AIS|AIS
520|04|3G 2100|"True Move H Universal Communication Co., Ltd."|True Move H |TRUE-H|TRUE-H
520|04|LTE 1800|"True Move H Universal Communication Co., Ltd."|True Move H|TRUE-H|TRUE-H
520|04|LTE 2100|"True Move H Universal Communication Co., Ltd."|True Move H|TRUE-H|TRUE-H
520|04|GSM 900|"True Move H Universal Communication Co., Ltd."|True Move H|TRUE-H|TRUE-H
520|04|LTE 900|"True Move H Universal Communication Co., Ltd."|True Move H|TRUE-H|TRUE-H
520|99|GSM 900|"True Move H Universal Communication Co., Ltd."|True Move H|TRUE-H|TRUE-H
520|05|3G 2100|"dtac TriNet Co., Ltd."|dtac TriNet|dtac TriNet|dtac
520|05|LTE 2100|"dtac TriNet Co., Ltd."|dtac TriNet|dtac TriNet|dtac
436|05|GSM 900|Tacom LLC|BEELINE TJ|BEELINE TJ|BEELINE
436|05|GSM 1800|Tacom LLC|BEELINE TJ|BEELINE TJ|BEELINE
436|05|3G 2100|Tacom LLC|BEELINE TJ|BEELINE TJ|BEELINE
436|01|GSM 900|Indigo Tajikistan CJSC|TCELL|TCELL|TCELL
436|01|GSM 1800|Indigo Tajikistan CJSC|TCELL|TCELL|TCELL
436|01|3G 2100|Indigo Tajikistan CJSC|TCELL|TCELL|TCELL
436|02|GSM 900|Indigo Tajikistan CJSC|TCELL|TCELL|TCELL
436|02|GSM 1800|Indigo Tajikistan CJSC|TCELL|TCELL|TCELL
436|02|3G 2100|Indigo Tajikistan CJSC|TCELL|TCELL|TCELL
436|01|3G 2100|Indigo Tajikistan CJSC|TCELL|TCELL|TCELL
436|02|3G 2100|Indigo Tajikistan CJSC|TCELL|TCELL|TCELL
436|04|LTE 1800|CJSC Babilon-Mobile|Babilon-M|Babilon-M|Babilon
436|04|LTE 2100|CJSC Babilon-Mobile|Babilon-M|Babilon-M|Babilon
436|04|GSM 900|CJSC Babilon-Mobile|Babilon-M|Babilon-M|Babilon
436|04|3G 2100|CJSC Babilon-Mobile|Babilon-M|Babilon-M|Babilon
436|03|GSM 900|"TT Mobile, Closed Joint Stock Company "|MegaFon Tajikistan|MegaFon TJK|MegaFon
436|03|GSM 1800|"TT Mobile, Closed Joint Stock Company "|MegaFon Tajikistan|MegaFon TJK|MegaFon
436|03|3G 2100|"TT Mobile, Closed Joint Stock Company "|MegaFon Tajikistan|MegaFon TJK|MegaFon
554|01|LTE 700|Telecommunications Tokelau Corporation|Teletok|Teletok|TTOK
438|02|GSM 900|Altyn-Asyr Close Joint-Stock Company|Altyn Asyr|TM CELL|TM CELL
438|02|GSM 1800|Altyn-Asyr Close Joint-Stock Company|Altyn Asyr|TM CELL|TM CELL
514|02|GSM 900|Timor Telecom|Timor Telecom|TLS-TT|TT
